Strain	Code
Diatom;Achnanthidium;Achnanthidium minutissimum;ZZZ959;565;	ZZZ959
Diatom;Achnanthidium;Achnanthidium minutissimum;ZZZ959;571;	ZZZ959
Diatom;Achnanthidium;Achnanthidium minutissimum;ZZZ959;573;	ZZZ959
Diatom;Achnanthidium;Achnanthidium minutissimum;ZZZ959;576;	ZZZ959
Diatom;Achnanthidium;Achnanthidium minutissimum;ZZZ959;577;	ZZZ959
Diatom;Achnanthidium;Achnanthidium minutissimum;ZZZ959;580;	ZZZ959
Diatom;Achnanthidium;Achnanthidium minutissimum;ZZZ959;589;	ZZZ959
Diatom;Achnanthidium;Achnanthidium minutissimum;ZZZ959;595;	ZZZ959
Diatom;Adlafia;Adlafia minuscula;ADLA-03;892;	ADLA-03
Diatom;Brachysira;Brachysira neoexilis;BR010A;396;	BR010A
Diatom;Fragilaria;Fragilaria gracilis;FRAG-11;28;	FRAG-11
Diatom;Fragilaria;Fragilaria gracilis;FRAG-11;139;	FRAG-11
Diatom;Fragilaria;Fragilaria gracilis;FRAG-11;142;	FRAG-11
Diatom;Fragilaria;Fragilaria gracilis;FRAG-11;148;	FRAG-11
Diatom;Fragilaria;Fragilaria gracilis;FRAG-11;151;	FRAG-11
Diatom;Fragilaria;Fragilaria gracilis;FRAG-11;158;	FRAG-11
Diatom;Fragilaria;Fragilaria gracilis;FRAG-11;162;	FRAG-11
Diatom;Fragilaria;Fragilaria gracilis;FRAG-11;166;	FRAG-11
Diatom;Fragilaria;Fragilaria gracilis;FRAG-11;167;	FRAG-11
Diatom;Fragilaria;Fragilaria gracilis;FRAG-11;169;	FRAG-11
Diatom;Fragilaria;Fragilaria gracilis;FRAG-11;170;	FRAG-11
Diatom;Fragilaria;Fragilaria gracilis;FRAG-11;173;	FRAG-11
Diatom;Fragilaria;Fragilaria gracilis;FRAG-11;174;	FRAG-11
Diatom;Fragilaria;Fragilaria gracilis;FRAG-11;175;	FRAG-11
Diatom;Fragilaria;Fragilaria gracilis;FRAG-11;178;	FRAG-11
Diatom;Fragilaria;Fragilaria gracilis;FRAG-11;241;	FRAG-11
Diatom;Fragilaria;Fragilaria gracilis;FRAG-11;378;	FRAG-11
Diatom;Fragilaria;Fragilaria gracilis;FRAG-11;379;	FRAG-11
Diatom;Fragilaria;Fragilaria gracilis;FRAG-11;381;	FRAG-11
Diatom;Fragilaria;Fragilaria gracilis;FRAG-11;383;	FRAG-11
Diatom;Fragilaria;Fragilaria gracilis;FRAG-11;385;	FRAG-11
Diatom;Fragilaria;Fragilaria gracilis;FRAG-11;387;	FRAG-11
Diatom;Fragilaria;Fragilaria gracilis;FRAG-11;388;	FRAG-11
Diatom;Fragilaria;Fragilaria gracilis;FRAG-11;404;	FRAG-11
Diatom;Fragilaria;Fragilaria gracilis;FRAG-11;410;	FRAG-11
Diatom;Fragilaria;Fragilaria gracilis;FRAG-11;412;	FRAG-11
Diatom;Fragilaria;Fragilaria gracilis;FRAG-11;414;	FRAG-11
Diatom;Fragilaria;Fragilaria gracilis;FRAG-11;488;	FRAG-11
Diatom;Fragilaria;Fragilaria gracilis;FRAG-11;515;	FRAG-11
Diatom;Fragilaria;Fragilaria gracilis;FRAG-11;516;	FRAG-11
Diatom;Fragilaria;Fragilaria gracilis;FRAG-11;517;	FRAG-11
Diatom;Fragilaria;Fragilaria gracilis;FRAG-11;555;	FRAG-11
Diatom;Fragilaria;Fragilaria gracilis;FRAG-11;591;	FRAG-11
Diatom;Fragilaria;Fragilaria gracilis;FRAG-11;741;	FRAG-11
Diatom;Fragilaria;Fragilaria gracilis;FRAG-11;746;	FRAG-11
Diatom;Fragilaria;Fragilaria gracilis;FRAG-11;845;	FRAG-11
Diatom;Fragilaria;Fragilaria gracilis;FRAG-11;852;	FRAG-11
Diatom;Fragilaria;Fragilaria gracilis;FRAG-11;854;	FRAG-11
Diatom;Fragilaria;Fragilaria gracilis;FRAG-11;856;	FRAG-11
Diatom;Fragilaria;Fragilaria pararumpens;FRAG-03;205;	FRAG-03
Diatom;Fragilaria;Fragilaria pararumpens;FRAG-03;245;	FRAG-03
Diatom;Fragilaria;Fragilaria pararumpens;FRAG-03;246;	FRAG-03
Diatom;Fragilaria;Fragilaria pararumpens;FRAG-03;248;	FRAG-03
Diatom;Fragilaria;Fragilaria pararumpens;FRAG-03;249;	FRAG-03
Diatom;Fragilaria;Fragilaria tenera;FR060A;732;	FR060A
Diatom;Achnanthidium;Achnanthidium minutissimum;ZZZ959;556;	ZZZ959
Diatom;Gomphonema;Gomphonema parvulum;GO013A;567;	GO013A
Diatom;Gomphonema;Gomphonema parvulum;GO013A;570;	GO013A
Diatom;Gomphonema;Gomphonema parvulum;GO013A;579;	GO013A
Diatom;Gomphonema;Gomphonema parvulum;GO013A;581;	GO013A
Diatom;Gomphonema;Gomphonema parvulum;GO013A;582;	GO013A
Diatom;Gomphonema;Gomphonema parvulum;GO013A;583;	GO013A
Diatom;Gomphonema;Gomphonema parvulum;GO013A;584;	GO013A
Diatom;Gomphonema;Gomphonema parvulum;GO013A;585;	GO013A
Diatom;Gomphonema;Gomphonema parvulum;GO013A;594;	GO013A
Diatom;Gomphonema;Gomphonema pseudobohemicum;GOMP-08;705;	GOMP-08
Diatom;Mayamaea;Mayamaea atomus var. permitis;MAYA-03;715;	MAYA-03
Diatom;Mayamaea;Mayamaea atomus var. permitis;MAYA-03;790;	MAYA-03
Diatom;Fistulifera;Fistulifera solaris;FIST-04;808;	FIST-04
Diatom;Hippodonta;Hippodonta capitata;HIPP-01;527;	HIPP-01
Diatom;Navicula;Navicula cryptocephala;NA007A;760;	NA007A
Diatom;Navicula;Navicula cryptocephala;NA007A;793;	NA007A
Diatom;Navicula;Navicula cryptotenella;NA751A;864;	NA751A
Diatom;Navicula;Navicula lanceolata;NA009B;519;	NA009B
Diatom;Navicula;Navicula lanceolata;NA009B;521;	NA009B
Diatom;Navicula;Navicula lanceolata;NA009B;522;	NA009B
Diatom;Navicula;Navicula lanceolata;NA009B;526;	NA009B
Diatom;Navicula;Navicula lanceolata;NA009B;528;	NA009B
Diatom;Navicula;Navicula lanceolata;NA009B;531;	NA009B
Diatom;Navicula;Navicula lanceolata;NA009B;534;	NA009B
Diatom;Navicula;Navicula lanceolata;NA009B;535;	NA009B
Diatom;Navicula;Navicula lanceolata;NA009B;539;	NA009B
Diatom;Navicula;Navicula lanceolata;NA009B;540;	NA009B
Diatom;Navicula;Navicula lanceolata;NA009B;598;	NA009B
Diatom;Navicula;Navicula lanceolata;NA009B;599;	NA009B
Diatom;Navicula;Navicula lanceolata;NA009B;602;	NA009B
Diatom;Navicula;Navicula lanceolata;NA009B;765;	NA009B
Diatom;Navicula;Navicula lanceolata;NA009B;766;	NA009B
Diatom;Navicula;Navicula lanceolata;NA009B;797;	NA009B
Diatom;Navicula;Navicula lanceolata;NA009B;798;	NA009B
Diatom;Navicula;Navicula lanceolata;NA009B;811;	NA009B
Diatom;Navicula;Navicula lanceolata;NA009B;812;	NA009B
Diatom;Navicula;Navicula lanceolata;NA009B;813;	NA009B
Diatom;Navicula;Navicula trivialis;NA063A;775;	NA063A
Diatom;Navicula;Navicula veneta;NA054A;909;	NA054A
Diatom;Nitzschia;Nitzschia acicularis;NI042A;325;	NI042A
Diatom;Nitzschia;Nitzschia acidoclinata;NI030A;619;	NI030A
Diatom;Nitzschia;Nitzschia acidoclinata;NI030A;98;	NI030A
Diatom;Nitzschia;Nitzschia perminuta;NI005A;838;	NI005A
Diatom;Nitzschia;Nitzschia linearis;NI031A;83;	NI031A
Diatom;Nitzschia;Nitzschia linearis;NI031A;273;	NI031A
Diatom;Nitzschia;Nitzschia linearis;NI031A;669;	NI031A
Diatom;Nitzschia;Nitzschia linearis;NI031A;696;	NI031A
Diatom;Nitzschia;Nitzschia linearis;NI031A;712;	NI031A
Diatom;Nitzschia;Nitzschia linearis;NI031A;815;	NI031A
Diatom;Nitzschia;Nitzschia linearis;NI031A;897;	NI031A
Diatom;Nitzschia;Nitzschia palea;NI009A;39;	NI009A
Diatom;Nitzschia;Nitzschia palea;NI009A;202;	NI009A
Diatom;Nitzschia;Nitzschia palea;NI009A;605;	NI009A
Diatom;Nitzschia;Nitzschia palea;NI009A;748;	NI009A
Diatom;Nitzschia;Nitzschia palea;NI009A;776;	NI009A
Diatom;Nitzschia;Nitzschia palea;NI009A;786;	NI009A
Diatom;Nitzschia;Nitzschia palea;NI009A;788;	NI009A
Diatom;Nitzschia;Nitzschia palea;NI009A;789;	NI009A
Diatom;Nitzschia;Nitzschia perminuta;NI005A;730;	NI005A
Diatom;Nitzschia;Nitzschia pusilla;NI152A;333;	NI152A
Diatom;Nitzschia;Nitzschia fonticola;NI002A;650;	NI002A
Diatom;Nitzschia;Nitzschia sigma;NI006A;308;	NI006A
Diatom;Nitzschia;Nitzschia;NI9999;822;	NI9999
Diatom;Nitzschia;Nitzschia;NI9999;76;	NI9999
Diatom;Pinnularia;Pinnularia microstauron;PI011A;269;	PI011A
Diatom;Sellaphora;Sellaphora joubaudii;SELL-01;710;	SELL-01
Diatom;Ulnaria;Ulnaria acus;ULNA-01;33;	ULNA-01
Diatom;Tryblionella;Tryblionella debilis;ZZZ985;502;	ZZZ985
NOT_Diatom;NOT_DIATOM;NOT_DIATOM;NOT_DIATOM;JF502540;	NOT_DIATOM
NOT_Diatom;NOT_DIATOM;NOT_DIATOM;NOT_DIATOM;KC145515;	NOT_DIATOM
Marine_Diatom;MARINE;MARINE;MARINE;AY307409;	MARINE
NOT_Diatom;NOT_DIATOM;NOT_DIATOM;NOT_DIATOM;KC596166;	NOT_DIATOM
NOT_Diatom;NOT_DIATOM;NOT_DIATOM;NOT_DIATOM;DQ393128;	NOT_DIATOM
NOT_Diatom;NOT_DIATOM;NOT_DIATOM;NOT_DIATOM;KC134346;	NOT_DIATOM
NOT_Diatom;NOT_DIATOM;NOT_DIATOM;NOT_DIATOM;KF975603;	NOT_DIATOM
NOT_Diatom;NOT_DIATOM;NOT_DIATOM;NOT_DIATOM;JX841225;	NOT_DIATOM
NOT_Diatom;NOT_DIATOM;NOT_DIATOM;NOT_DIATOM;KF693813;	NOT_DIATOM
NOT_Diatom;NOT_DIATOM;NOT_DIATOM;NOT_DIATOM;JN573830;	NOT_DIATOM
NOT_Diatom;NOT_DIATOM;NOT_DIATOM;NOT_DIATOM;JN573860;	NOT_DIATOM
NOT_Diatom;NOT_DIATOM;NOT_DIATOM;NOT_DIATOM;U43070;	NOT_DIATOM
NOT_Diatom;NOT_DIATOM;NOT_DIATOM;NOT_DIATOM;KC810316;	NOT_DIATOM
NOT_Diatom;NOT_DIATOM;NOT_DIATOM;NOT_DIATOM;JQ713926;	NOT_DIATOM
NOT_Diatom;NOT_DIATOM;NOT_DIATOM;NOT_DIATOM;JQ394813;	NOT_DIATOM
NOT_Diatom;NOT_DIATOM;NOT_DIATOM;NOT_DIATOM;DQ481206;	NOT_DIATOM
NOT_Diatom;NOT_DIATOM;NOT_DIATOM;NOT_DIATOM;DQ481213;	NOT_DIATOM
NOT_Diatom;NOT_DIATOM;NOT_DIATOM;NOT_DIATOM;DQ481212;	NOT_DIATOM
NOT_Diatom;NOT_DIATOM;NOT_DIATOM;NOT_DIATOM;DQ481204;	NOT_DIATOM
NOT_Diatom;NOT_DIATOM;NOT_DIATOM;NOT_DIATOM;GU810834;	NOT_DIATOM
NOT_Diatom;NOT_DIATOM;NOT_DIATOM;NOT_DIATOM;EF113450;	NOT_DIATOM
NOT_Diatom;NOT_DIATOM;NOT_DIATOM;NOT_DIATOM;EF113415;	NOT_DIATOM
NOT_Diatom;NOT_DIATOM;NOT_DIATOM;NOT_DIATOM;KF693820;	NOT_DIATOM
NOT_Diatom;NOT_DIATOM;NOT_DIATOM;NOT_DIATOM;JQ315485;	NOT_DIATOM
NOT_Diatom;NOT_DIATOM;NOT_DIATOM;NOT_DIATOM;AB511846;	NOT_DIATOM
NOT_Diatom;NOT_DIATOM;NOT_DIATOM;NOT_DIATOM;EF113477;	NOT_DIATOM
NOT_Diatom;NOT_DIATOM;NOT_DIATOM;NOT_DIATOM;DQ196177;	NOT_DIATOM
NOT_Diatom;NOT_DIATOM;NOT_DIATOM;NOT_DIATOM;FM992353;	NOT_DIATOM
NOT_Diatom;NOT_DIATOM;NOT_DIATOM;NOT_DIATOM;EF113451;	NOT_DIATOM
NOT_Diatom;NOT_DIATOM;NOT_DIATOM;NOT_DIATOM;KM226206;	NOT_DIATOM
NOT_Diatom;NOT_DIATOM;NOT_DIATOM;NOT_DIATOM;AB084332;	NOT_DIATOM
NOT_Diatom;NOT_DIATOM;NOT_DIATOM;NOT_DIATOM;EF113437;	NOT_DIATOM
NOT_Diatom;NOT_DIATOM;NOT_DIATOM;NOT_DIATOM;D86837;	NOT_DIATOM
NOT_Diatom;NOT_DIATOM;NOT_DIATOM;NOT_DIATOM;GU192427;	NOT_DIATOM
NOT_Diatom;NOT_DIATOM;NOT_DIATOM;NOT_DIATOM;GU810834;	NOT_DIATOM
NOT_Diatom;NOT_DIATOM;NOT_DIATOM;NOT_DIATOM;JQ713935;	NOT_DIATOM
NOT_Diatom;NOT_DIATOM;NOT_DIATOM;NOT_DIATOM;JN102134;	NOT_DIATOM
NOT_Diatom;NOT_DIATOM;NOT_DIATOM;NOT_DIATOM;KC810302;	NOT_DIATOM
NOT_Diatom;NOT_DIATOM;NOT_DIATOM;NOT_DIATOM;KF975597;	NOT_DIATOM
NOT_Diatom;NOT_DIATOM;NOT_DIATOM;NOT_DIATOM;EF589154;	NOT_DIATOM
NOT_Diatom;NOT_DIATOM;NOT_DIATOM;NOT_DIATOM;GU192437;	NOT_DIATOM
NOT_Diatom;NOT_DIATOM;NOT_DIATOM;NOT_DIATOM;JQ713936;	NOT_DIATOM
NOT_Diatom;NOT_DIATOM;NOT_DIATOM;NOT_DIATOM;EF113407;	NOT_DIATOM
NOT_Diatom;NOT_DIATOM;NOT_DIATOM;NOT_DIATOM;JN880463;	NOT_DIATOM
NOT_Diatom;NOT_DIATOM;NOT_DIATOM;NOT_DIATOM;JQ394814;	NOT_DIATOM
NOT_Diatom;NOT_DIATOM;NOT_DIATOM;NOT_DIATOM;EF113475;	NOT_DIATOM
NOT_Diatom;NOT_DIATOM;NOT_DIATOM;NOT_DIATOM;EF589147;	NOT_DIATOM
NOT_Diatom;NOT_DIATOM;NOT_DIATOM;NOT_DIATOM;FJ715715;	NOT_DIATOM
NOT_Diatom;NOT_DIATOM;NOT_DIATOM;NOT_DIATOM;KF975599;	NOT_DIATOM
NOT_Diatom;NOT_DIATOM;NOT_DIATOM;NOT_DIATOM;EF113448;	NOT_DIATOM
NOT_Diatom;NOT_DIATOM;NOT_DIATOM;NOT_DIATOM;EF113466;	NOT_DIATOM
NOT_Diatom;NOT_DIATOM;NOT_DIATOM;NOT_DIATOM;KC810299;	NOT_DIATOM
NOT_Diatom;NOT_DIATOM;NOT_DIATOM;NOT_DIATOM;EF078370;	NOT_DIATOM
NOT_Diatom;NOT_DIATOM;NOT_DIATOM;NOT_DIATOM;KC810301;	NOT_DIATOM
Marine_Diatom;MARINE;MARINE;MARINE;AB491655;	MARINE
NOT_Diatom;NOT_DIATOM;NOT_DIATOM;NOT_DIATOM;AB383150;	NOT_DIATOM
NOT_Diatom;NOT_DIATOM;NOT_DIATOM;NOT_DIATOM;EF113418;	NOT_DIATOM
NOT_Diatom;NOT_DIATOM;NOT_DIATOM;NOT_DIATOM;EF078393;	NOT_DIATOM
NOT_Diatom;NOT_DIATOM;NOT_DIATOM;NOT_DIATOM;JN880465;	NOT_DIATOM
NOT_Diatom;NOT_DIATOM;NOT_DIATOM;NOT_DIATOM;HE860265;	NOT_DIATOM
NOT_Diatom;NOT_DIATOM;NOT_DIATOM;NOT_DIATOM;HF674884;	NOT_DIATOM
Diatom;Achnanthidium;Achnanthidium coarctatum;ACHD-09;HQ912458;	ACHD-09
Diatom;Aulacoseira;Aulacoseira granulata;AU003D;AY569604;	AU003D
Diatom;Bacillaria;Bacillaria paxillifer;BA005A;HQ912491;	BA005A
Diatom;Caloneis;Caloneis silicula;CA003A;JN418663;	CA003A
Diatom;Ctenophora;Ctenophora pulchella;YH001A;HQ912475;	YH001A
Diatom;Cyclostephanos;Cyclostephanos dubius;CC001A;HQ912439;	CC001A
Diatom;Cymatopleura;Cymatopleura solea;CL001A;JX033018;	CL001A
Diatom;Cymbopleura;Cymbopleura naviculiformis;CYMB-01;AM710464;	CYMB-01
Diatom;Nitzschia;Nitzschia denticula;ZZZ989;HQ912474;	ZZZ989
Diatom;Didymosphenia;Didymosphenia dentata;DIDY-01;KJ011818;	DIDY-01
Diatom;Diploneis;Diploneis subovalis;DP061A;HQ912461;	DP061A
Diatom;Ellerbeckia;Ellerbeckia;ZZZ994;KJ577892;	ZZZ994
Diatom;Fallacia;Fallacia pygmaea;FA001A;HQ912469;	FA001A
Diatom;Fragilariforma;Fragilariforma virescens;FF001A;HQ912492;	FF001A
Diatom;Geissleria;Geissleria decussis;GEIS-02;KJ011830;	GEIS-02
Diatom;Karayevia;Karayevia;KARA-04;KM084931;	KARA-04
Diatom;Neidium;Neidium affine;NE003A;AM710508;	NE003A
Diatom;Parlibellus;Parlibellus hamulifer;PARL-02;KJ577903;	PARL-02
Diatom;Placoneis;Placoneis clementis;ZZZ872;KJ011851;	ZZZ872
Diatom;Rhopalodia;Rhopalodia gibba;RH001A;HQ912393;	RH001A
Diatom;Staurosirella;Staurosirella pinnata;SS002A;HQ912484;	SS002A
Diatom;Staurosirella;Staurosirella martyi;STAS-02;HQ828192;	STAS-02
Diatom;Halamphora;Halamphora montana;HALA-02;TCC477;	HALA-02
Diatom;Asterionella;Asterionella formosa;AS001A;TCC362;	AS001A
Diatom;Lemnicola;Lemnicola hungarica;ZZZ900;TCC496;	ZZZ900
Diatom;Cocconeis;Cocconeis euglypta;COCO-02;French2541;	COCO-02
Diatom;Cocconeis;Cocconeis placentula;CO001A;French8600;	CO001A
Diatom;Gomphonema;Gomphonema pumilum;GO080A;French2366;	GO080A
Diatom;Gomphonema;Gomphonema rosenstockianum;GOMP-18;French2551;	GOMP-18
Diatom;Amphora;Amphora pediculus;AM012B;French8446;	AM012B
Diatom;Luticola;Luticola;LU9999;French5711;	LU9999
Diatom;Luticola;Luticola sparsipunctata;LUTI-02;French8452;	LUTI-02
Diatom;Luticola;Luticola ventricosa;LU009A;French8192;	LU009A
